JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,
2459921.293750000, A.D. 2022-Dec-07 19:03:00.0000,  2.834473655569951E+05,  2.589806903781283E+05, -3.247762724620842E+04, -1.920178381359901E-01, -2.480800893249624E-01, -1.565722842615612E-01,
2459921.335416667, A.D. 2022-Dec-07 20:03:00.0000,  2.827426042249260E+05,  2.580763435457856E+05, -3.303961526673564E+04, -1.995212075391931E-01, -2.543416847017434E-01, -1.556403837612001E-01,
2459921.377083333, A.D. 2022-Dec-07 21:03:00.0000,  2.820107757169926E+05,  2.571493802519019E+05, -3.359821673702670E+04, -2.070555319846012E-01, -2.606449464783251E-01, -1.546907564468902E-01,
2459921.418750000, A.D. 2022-Dec-07 22:03:00.0000,  2.812517645572431E+05,  2.561996487682533E+05, -3.415336663744399E+04, -2.146230547717865E-01, -2.669908467416793E-01, -1.537227326922880E-01,
2459921.460416667, A.D. 2022-Dec-07 23:03:00.0000,  2.804654471889591E+05,  2.552269937441977E+05, -3.470499752294363E+04, -2.222260230144433E-01, -2.733804257107190E-01, -1.527356342896961E-01,
2459921.502083333, A.D. 2022-Dec-08 00:03:00.0000,  2.796516919494442E+05,  2.542312559627661E+05, -3.525303948807429E+04, -2.298666939325966E-01, -2.798147910322251E-01, -1.517287721595346E-01,
2459921.543750000, A.D. 2022-Dec-08 01:03:00.0000,  2.788103590223918E+05,  2.532122720984997E+05, -3.579742012383322E+04, -2.375473410660225E-01, -2.862951175155692E-01, -1.507014441371876E-01,
2459921.585416667, A.D. 2022-Dec-08 02:03:00.0000,  2.779413003686017E+05,  2.521698744752519E+05, -3.633806446649097E+04, -2.452702601939093E-01, -2.928226475290134E-01, -1.496529327746066E-01,
2459921.627083333, A.D. 2022-Dec-08 03:03:00.0000,  2.770443596356600E+05,  2.511038908229368E+05, -3.687489493855328E+04, -2.530377749416596E-01, -2.993986910132748E-01, -1.485825030699907E-01,
2459921.668750000, A.D. 2022-Dec-08 04:03:00.0000,  2.761193720471803E+05,  2.500141440324140E+05, -3.740783128183077E+04, -2.608522425765240E-01, -3.060246265005135E-01, -1.474894003598305E-01,
2459921.710416667, A.D. 2022-Dec-08 05:03:00.0000,  2.751760065660467E+05,  2.488869544020779E+05, -3.792326042177468E+04, -2.685941437919109E-01, -3.128906122723095E-01, -1.462553907770833E-01,
2459921.752083333, A.D. 2022-Dec-08 06:03:00.0000,  2.741948346511796E+05,  2.477484503890864E+05, -3.844773447531468E+04, -2.765102069764270E-01, -3.196205555635036E-01, -1.451149758271748E-01,
2459921.793750000, A.D. 2022-Dec-08 07:03:00.0000,  2.731850679031791E+05,  2.465856210755069E+05, -3.896805817287734E+04, -2.844805821291900E-01, -3.264049396116062E-01, -1.439494973214374E-01,
2459921.835416667, A.D. 2022-Dec-08 08:03:00.0000,  2.721465062289913E+05,  2.453982674975597E+05, -3.948413975448842E+04, -2.925078179359726E-01, -3.332454309698086E-01, -1.427580995990775E-01,
2459921.877083333, A.D. 2022-Dec-08 09:03:00.0000,  2.710789402504620E+05,  2.441861845537523E+05, -3.999588432439700E+04, -3.005945250963714E-01, -3.401437733514399E-01, -1.415398958198808E-01,
2459921.918750000, A.D. 2022-Dec-08 10:03:00.0000,  2.699821510707700E+05,  2.429491607226185E+05, -4.050319373414380E+04, -3.087433820838819E-01, -3.471017901766369E-01, -1.402939653462087E-01,
2459921.960416667, A.D. 2022-Dec-08 11:03:00.0000,  2.688559100191958E+05,  2.416869777703586E+05, -4.100596645628377E+04, -3.169571413721184E-01, -3.541213876190067E-01, -1.390193511283121E-01,
2459922.002083333, A.D. 2022-Dec-08 12:03:00.0000,  2.676999783735533E+05,  2.403994104472250E+05, -4.150409744830665E+04, -3.252386356992787E-01, -3.612045578002557E-01, -1.377150569198769E-01,
2459922.043750000, A.D. 2022-Dec-08 13:03:00.0000,  2.665141070594251E+05,  2.390862261714510E+05, -4.199747800626402E+04, -3.335907846973268E-01, -3.683533825887540E-01, -1.363800443446306E-01,
2459922.085416667, A.D. 2022-Dec-08 14:03:00.0000,  2.652980363252533E+05,  2.377471846994600E+05, -4.248599560751173E+04, -3.420166016715623E-01, -3.755700373987200E-01, -1.350132297585512E-01,
2459922.127083333, A.D. 2022-Dec-08 15:03:00.0000,  2.640514953921332E+05,  2.363820377810368E+05, -4.296953374194106E+04, -3.505192008329346E-01, -3.828567956953871E-01, -1.336134809675918E-01,
2459922.168750000, A.D. 2022-Dec-08 16:03:00.0000,  2.627742020771139E+05,  2.349905287981095E+05, -4.344797173095049E+04, -3.591018051110024E-01, -3.902160339410074E-01, -1.321796138311778E-01,
2459922.210416667, A.D. 2022-Dec-08 17:03:00.0000,  2.614658623883628E+05,  2.335723923854751E+05, -4.392118453344218E+04, -3.677677531303178E-01, -3.976502357584099E-01, -1.307103881251495E-01,
2459922.252083333, A.D. 2022-Dec-08 18:03:00.0000,  2.601261700911160E+05,  2.321273540324123E+05, -4.438904253775193E+04, -3.765205091549915E-01, -4.051619991430550E-01, -1.292045041056472E-01,
2459922.293750000, A.D. 2022-Dec-08 19:03:00.0000,  2.587548062419730E+05,  2.306551296628070E+05, -4.485141133877727E+04, -3.853636710312325E-01, -4.127540415003534E-01, -1.276605978414260E-01,
2459922.335416667, A.D. 2022-Dec-08 20:03:00.0000,  2.573487843865345E+05,  2.291578206591959E+05, -4.531239244397940E+04, -3.943326287819133E-01, -4.203981218232921E-01, -1.260934312976270E-01,
2459922.377083333, A.D. 2022-Dec-08 21:03:00.0000,  2.559129534904003E+05,  2.276304433072646E+05, -4.576341726869934E+04, -4.033678750272858E-01, -4.281594579519106E-01, -1.244689586218521E-01,
2459922.418750000, A.D. 2022-Dec-08 22:03:00.0000,  2.544444131800491E+05,  2.260749655006014E+05, -4.620851788789476E+04, -4.125052163903739E-01, -4.360100175765762E-01, -1.228019348689327E-01,
2459922.460416667, A.D. 2022-Dec-08 23:03:00.0000,  2.529427883444506E+05,  2.244910601974825E+05, -4.664753813740594E+04, -4.217488880380943E-01, -4.439530692736609E-01, -1.210906896749190E-01,
2459922.502083333, A.D. 2022-Dec-09 00:03:00.0000,  2.514076882902291E+05,  2.228783883059433E+05, -4.708031567768150E+04, -4.311033138016765E-01, -4.519920406210058E-01, -1.193334615445258E-01,
2459922.543750000, A.D. 2022-Dec-09 01:03:00.0000,  2.498387060385373E+05,  2.212365980937654E+05, -4.750668165361858E+04, -4.405731193284683E-01, -4.601305277698735E-01, -1.175283909467879E-01,
2459922.585416667, A.D. 2022-Dec-09 02:03:00.0000,  2.482354175712651E+05,  2.195653245609229E+05, -4.792646032891206E+04, -4.501631480708952E-01, -4.683723077982436E-01, -1.156735133224634E-01,
2459922.627083333, A.D. 2022-Dec-09 03:03:00.0000,  2.465973810232180E+05,  2.178641887716922E+05, -4.833946869247175E+04, -4.598784747605315E-01, -4.767213481424776E-01, -1.137667503966928E-01,
2459922.668750000, A.D. 2022-Dec-09 04:03:00.0000,  2.449240949731124E+05,  2.161331330111531E+05, -4.874444535012652E+04, -4.697077092274907E-01, -4.851985267796884E-01, -1.118035430889967E-01,
2459922.710416667, A.D. 2022-Dec-09 05:03:00.0000,  2.432152210605487E+05,  2.143710163929793E+05, -4.914332439382149E+04, -4.796898706934102E-01, -4.937748316281404E-01, -1.097863212912205E-01,
2459922.752083333, A.D. 2022-Dec-09 06:03:00.0000,  2.414701574006493E+05,  2.125778097017736E+05, -4.953483620047842E+04, -4.898141295926069E-01, -5.024715804410865E-01, -1.077102087911711E-01,
2459922.793750000, A.D. 2022-Dec-09 07:03:00.0000,  2.396883813968877E+05,  2.107530706449566E+05, -4.991876408103537E+04, -5.000866759805405E-01, -5.112936464691319E-01, -1.055725775401893E-01,
2459922.835416667, A.D. 2022-Dec-09 08:03:00.0000,  2.378693475759526E+05,  2.088963389099277E+05, -5.029488158992331E+04, -5.105140330354052E-01, -5.202461704861761E-01, -1.033706330571253E-01,
2459922.877083333, A.D. 2022-Dec-09 09:03:00.0000,  2.360124863416524E+05,  2.070071351651077E+05, -5.066295190152006E+04, -5.211030838972269E-01, -5.293345814750012E-01, -1.011014007410749E-01,
2459922.918750000, A.D. 2022-Dec-09 10:03:00.0000,  2.341172026313872E+05,  2.050849599868940E+05, -5.102272713411709E+04, -5.318610985700476E-01, -5.385646166567126E-01, -9.876171029134789E-02,
2459922.960416667, A.D. 2022-Dec-09 11:03:00.0000,  2.321828744658070E+05,  2.031292927053123E+05, -5.137394761604621E+04, -5.427957659927888E-01, -5.479423462247506E-01, -9.634817902865944E-02,
2459923.002083333, A.D. 2022-Dec-09 12:03:00.0000,  2.302088513814656E+05,  2.011395901606068E+05, -5.171634108787959E+04, -5.539152277425582E-01, -5.574741989216416E-01, -9.385719317390534E-02,
2459923.043750000, A.D. 2022-Dec-09 13:03:00.0000,  2.281944527349304E+05,  1.991152853619779E+05, -5.204962183388392E+04, -5.652281158260558E-01, -5.671669908324347E-01, -9.128488721776173E-02,
2459923.085416667, A.D. 2022-Dec-09 14:03:00.0000,  2.261389658650620E+05,  1.970557860383387E+05, -5.237348973508214E+04, -5.767435925984497E-01, -5.770279554877471E-01, -8.862712075298890E-02,
2459923.127083333, A.D. 2022-Dec-09 15:03:00.0000,  2.240416440997590E+05,  1.949604730709151E+05, -5.268762923506017E+04, -5.884713983827073E-01, -5.870647805360595E-01, -8.587945330471436E-02,
2459923.168750000, A.D. 2022-Dec-09 16:03:00.0000,  2.219017045897062E+05,  1.928286987942556E+05, -5.299170820882787E+04, -6.004219001956639E-01, -5.972856443416946E-01, -8.303711559805776E-02,
2459923.210416667, A.D. 2022-Dec-09 17:03:00.0000,  2.197183259513973E+05,  1.906597851525191E+05, -5.328537672335646E+04, -6.126061489618294E-01, -6.076992597858077E-01, -8.009497799065254E-02,
2459923.252083333, A.D. 2022-Dec-09 18:03:00.0000,  2.174906456983555E+05,  1.884530216951398E+05, -5.356826567702319E+04, -6.250359398664063E-01, -6.183149195413620E-01, -7.704751466847340E-02,
2459923.293750000, A.D. 2022-Dec-09 19:03:00.0000,  2.152177574367136E+05,  1.862076633940095E+05, -5.383998530334410E+04, -6.377238825773986E-01, -6.291425495827188E-01, -7.388876387887866E-02,
2459923.335416667, A.D. 2022-Dec-09 20:03:00.0000,  2.128987077984307E+05,  1.839229282622284E+05, -5.410012352218962E+04, -6.506834782808263E-01, -6.401927673691810E-01, -7.061228302107656E-02,
2459923.377083333, A.D. 2022-Dec-09 21:03:00.0000,  2.105324930809435E+05,  1.815979947510650E+05, -5.434824411926344E+04, -6.639292040743054E-01, -6.514769451760284E-01, -6.721109780198781E-02,
2459923.418750000, A.D. 2022-Dec-09 22:03:00.0000,  2.081180555591130E+05,  1.792319988999615E+05, -5.458388473152870E+04, -6.774766120971301E-01, -6.630072853326563E-01, -6.367764525156497E-02,
2459923.460416667, A.D. 2022-Dec-09 23:03:00.0000,  2.056542794279113E+05,  1.768240312084711E+05, -5.480655461304866E+04, -6.913424360574496E-01, -6.747968999131222E-01, -6.000370855313608E-02,
2459923.502083333, A.D. 2022-Dec-10 00:03:00.0000,  2.031399863304428E+05,  1.743731331967634E+05, -5.501573215137394E+04, -7.055447151749091E-01, -6.868599040841720E-01, -5.618034335943242E-02,
2459923.543750000, A.D. 2022-Dec-10 01:03:00.0000,  2.005739304176152E+05,  1.718782936150464E+05, -5.521086209987052E+04, -7.201029307153458E-01, -6.992115179758962E-01, -5.219779339816416E-02,
2459923.585416667, A.D. 2022-Dec-10 02:03:00.0000,  1.979516987460607E+05,  1.693369293574555E+05, -5.539032372958468E+04, -7.351022429313613E-01, -7.119103753079237E-01, -4.793066483384739E-02,
2459923.627083333, A.D. 2022-Dec-10 03:03:00.0000,  1.952778503770937E+05,  1.667507878060639E+05, -5.555512921253430E+04, -7.504377357823652E-01, -7.248903099084290E-01, -4.359665082737141E-02,
2459923.668750000, A.D. 2022-Dec-10 04:03:00.0000,  1.925480374035417E+05,  1.641173085341069E+05, -5.570398644258230E+04, -7.661980077895482E-01, -7.382124617726000E-01, -3.906828307304244E-02,
2459923.710416667, A.D. 2022-Dec-10 05:03:00.0000,  1.897606826146513E+05,  1.614352223083322E+05, -5.583617073645774E+04, -7.824101187238172E-01, -7.518978212816516E-01, -3.433143816006506E-02,
2459923.752083333, A.D. 2022-Dec-10 06:03:00.0000,  1.869141070016299E+05,  1.587031810123274E+05, -5.595090398550883E+04, -7.991036113217939E-01, -7.659692575762501E-01, -2.937052804670004E-02,
2459923.793750000, A.D. 2022-Dec-10 07:03:00.0000,  1.840065169565709E+05,  1.559197235546616E+05, -5.604733879332961E+04, -8.164016108240922E-01, -7.811872729945295E-01, -2.388863574078331E-02,
2459923.835416667, A.D. 2022-Dec-10 08:03:00.0000,  1.810359726403245E+05,  1.530832685816541E+05, -5.612454566198886E+04, -8.340743769587413E-01, -7.953759913699145E-01, -1.870218327180700E-02,
2459923.877083333, A.D. 2022-Dec-10 09:03:00.0000,  1.780004671901854E+05,  1.501923595820212E+05, -5.618162141266006E+04, -8.524190391519301E-01, -8.107652874479923E-01, -1.295769953740245E-02,
2459923.918750000, A.D. 2022-Dec-10 10:03:00.0000,  1.748972437138343E+05,  1.472457485907834E+05, -5.621776446370788E+04, -8.713979911976319E-01, -8.266616211921023E-01, -6.938850025611676E-03,
2459923.960416667, A.D. 2022-Dec-10 11:03:00.0000,  1.717250448638854E+05,  1.442403606304081E+05, -5.623135925591772E+04, -8.910525294087730E-01, -8.430908064168846E-01, -5.562293126545326E-04,
2459924.002083333, A.D. 2022-Dec-10 12:03:00.0000,  1.684807873135578E+05,  1.411748009785330E+05, -5.622133466023521E+04, -9.114395026856184E-01, -8.600978731289407E-01,  6.188538906913399E-03,
2459924.043750000, A.D. 2022-Dec-10 13:03:00.0000,  1.651617314192349E+05,  1.380469082622711E+05, -5.618632643384093E+04, -9.326175633477813E-01, -8.777281795443392E-01,  1.332957665002488E-02,
2459924.085416667, A.D. 2022-Dec-10 14:03:00.0000,  1.617649125624862E+05,  1.348543503323877E+05, -5.612484022533014E+04, -9.546528068488189E-01, -8.960318122569162E-01,  2.090536161460660E-02,
2459924.127083333, A.D. 2022-Dec-10 15:03:00.0000,  1.582875447509922E+05,  1.315933592045470E+05, -5.603639517033994E+04, -9.776241487761937E-01, -9.150514759599321E-01,  2.900509962292541E-02,
2459924.168750000, A.D. 2022-Dec-10 16:03:00.0000,  1.547252483111522E+05,  1.282637361745653E+05, -5.591669364661423E+04, -1.001606181462473E+00, -9.348768390624804E-01,  3.758843675499396E-02,
2459924.210416667, A.D. 2022-Dec-10 17:03:00.0000,  1.510746484862204E+05,  1.248612099268743E+05, -5.576505494324515E+04, -1.026698450844672E+00, -9.555658832281613E-01,  4.675831075206338E-02,
2459924.252083333, A.D. 2022-Dec-10 18:03:00.0000,  1.473315579271295E+05,  1.213825288750305E+05, -5.557925017371366E+04, -1.053009189942783E+00, -9.771994202324072E-01,  5.658157881530002E-02,
2459924.293750000, A.D. 2022-Dec-10 19:03:00.0000,  1.434913721208329E+05,  1.178241306382959E+05, -5.535679061213979E+04, -1.080662388516781E+00, -9.998696273376739E-01,  6.713609428679373E-02,
2459924.335416667, A.D. 2022-Dec-10 20:03:00.0000,  1.395490072246008E+05,  1.141820973197421E+05, -5.509488393978894E+04, -1.109800933221004E+00, -1.023682241444680E+00,  7.851311864773242E-02,
2459924.377083333, A.D. 2022-Dec-10 21:03:00.0000,  1.355007559221451E+05,  1.104537797026556E+05, -5.479323674613610E+04, -1.139815948012945E+00, -1.048086200103900E+00,  8.967495382583140E-02,
2459924.418750000, A.D. 2022-Dec-10 22:03:00.0000,  1.313392657892599E+05,  1.066334475315658E+05, -5.444668762535227E+04, -1.172447927803446E+00, -1.074567664164176E+00,  1.030406889128755E-01,
2459924.460416667, A.D. 2022-Dec-10 23:03:00.0000,  1.270563930850472E+05,  1.027159383058213E+05, -5.404916588786858E+04, -1.207162128423408E+00, -1.102564995073044E+00,  1.176547252015777E-01,
2459924.502083333, A.D. 2022-Dec-11 00:03:00.0000,  1.226446808686523E+05,  9.869359476722027E+04, -5.359730223464565E+04, -1.244204251153332E+00, -1.132382713138981E+00,  1.336313531406437E-01,
2459924.543750000, A.D. 2022-Dec-11 01:03:00.0000,  1.180949287907623E+05,  9.456038662016466E+04, -5.308506962113435E+04, -1.283910036844055E+00, -1.164198779188354E+00,  1.512352248085352E-01,
2459924.585416667, A.D. 2022-Dec-11 02:03:00.0000,  1.133968655003078E+05,  9.030863243588438E+04, -5.250611887834266E+04, -1.326671326184667E+00, -1.198292770729576E+00,  1.707496049174203E-01,
2459924.627083333, A.D. 2022-Dec-11 03:03:00.0000,  1.085386569857484E+05,  8.592954047796121E+04, -5.185295659176240E+04, -1.372968326780740E+00, -1.235004510007907E+00,  1.925304418542756E-01,
2459924.668750000, A.D. 2022-Dec-11 04:03:00.0000,  1.035065411111525E+05,  8.141296088546290E+04, -5.111664030133009E+04, -1.423397483198634E+00, -1.274752235821946E+00,  2.170318868044425E-01,
2459924.710416667, A.D. 2022-Dec-11 05:03:00.0000,  9.828434224523421E+04,  7.674706020751639E+04, -5.028636223820943E+04, -1.478711028514552E+00, -1.318058053036437E+00,  2.448435709156576E-01,
2459924.752083333, A.D. 2022-Dec-11 06:03:00.0000,  9.285281354046868E+04,  7.191788590710702E+04, -4.934886790125493E+04, -1.539874517380021E+00, -1.365584396900575E+00,  2.767465710718439E-01,
2459924.793750000, A.D. 2022-Dec-11 07:03:00.0000,  8.718872473036173E+04,  6.690877103025190E+04, -4.828762252207896E+04, -1.608152952758419E+00, -1.418187677424949E+00,  3.138001450003356E-01,
2459924.835416667, A.D. 2022-Dec-11 08:03:00.0000,  8.126356227019390E+04,  6.169949998019998E+04, -4.708157911487151E+04, -1.685244098549132E+00, -1.476999635035101E+00,  3.574812480184344E-01,
2459924.877083333, A.D. 2022-Dec-11 09:03:00.0000,  7.504161686421806E+04,  5.626510517185717E+04, -4.570329055797467E+04, -1.773493165182864E+00, -1.543555198753183E+00,  4.099191049908358E-01,
2459924.918750000, A.D. 2022-Dec-11 10:03:00.0000,  6.847705950802164E+04,  5.057407065392124E+04, -4.411588712695091E+04, -1.876255363427267E+00, -1.620002049326037E+00,  4.743112857524189E-01,
2459924.960416667, A.D. 2022-Dec-11 11:03:00.0000,  6.150925602523061E+04,  4.458553762033964E+04, -4.226796954505243E+04, -1.998544874036108E+00, -1.709461788008579E+00,  5.557122098928073E-01,
2459925.002083333, A.D. 2022-Dec-11 12:03:00.0000,  5.405480362167433E+04,  3.824473329100492E+04, -4.008436984232898E+04, -2.148284594045832E+00, -1.816691347612709E+00,  6.626585348011271E-01,
2459925.043750000, A.D. 2022-Dec-11 13:03:00.0000,  4.599261231356001E+04,  3.147533655938580E+04, -3.744780665788414E+04, -2.339077440797432E+00, -1.949258206406217E+00,  8.109375071544788E-01,
2459925.085416667, A.D. 2022-Dec-11 14:03:00.0000,  3.713505136293341E+04,  2.416370089921567E+04, -3.415811090862731E+04, -2.596060722769905E+00, -2.120855181531151E+00,  1.033542274522613E+00,
2459925.127083333, A.D. 2022-Dec-11 15:03:00.0000,  2.715780143424562E+04,  1.612876006248229E+04, -2.982205038200159E+04, -2.974969240289508E+00, -2.356956581449544E+00,  1.414852966265317E+00,
2459925.168750000, A.D. 2022-Dec-11 16:03:00.0000,  1.539656248895942E+04,  7.058839463857254E+03, -2.345014998460246E+04, -3.630120649781897E+00, -2.705214446406142E+00,  2.262377243844538E+00,
2459925.210416667, A.D. 2022-Dec-11 17:03:00.0000,  1.556666044797718E+02, -3.195273829305630E+03, -1.048881232630105E+04, -4.888449131045135E+00, -2.595835262315900E+00,  6.331955993635967E+00,
