JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,
2459899.877083333, A.D. 2022-Nov-16 09:03:00.0000, -1.014728828823219E+04,  1.227295275535712E+04,  2.381457744169593E+03, -6.770889903404616E+00,  1.027623257808365E+00,  7.533891815720011E-01,
2459899.918750000, A.D. 2022-Nov-16 10:03:00.0000, -3.009229375657802E+04,  1.226350518958771E+04,  4.245744651427427E+03, -4.677741172904286E+00, -5.086852897114965E-01,  3.780576475861244E-01,
2459899.960416667, A.D. 2022-Nov-16 11:03:00.0000, -4.517304994501061E+04,  9.837286713581074E+03,  5.372751601479851E+03, -3.795201389060423E+00, -7.822916728953667E-01,  2.635673171101289E-01,
2459900.002083333, A.D. 2022-Nov-16 12:03:00.0000, -5.784356543548531E+04,  6.839533266427753E+03,  6.207607606550427E+03, -3.281784743608186E+00, -8.683163852878432E-01,  2.055071750529524E-01,
2459900.043750000, A.D. 2022-Nov-16 13:03:00.0000, -6.899544595595539E+04,  3.650178669204724E+03,  6.878066538822558E+03, -2.933085787250702E+00, -8.981027946027217E-01,  1.694182055723952E-01,
2459900.085416667, A.D. 2022-Nov-16 14:03:00.0000, -7.906872864234993E+04,  3.992762385412175E+02,  7.440465178768971E+03, -2.674668165639005E+00, -9.055630241552295E-01,  1.443787367356446E-01,
2459900.127083333, A.D. 2022-Nov-16 15:03:00.0000, -8.833882002913575E+04, -2.800446620686733E+03,  7.929659628542858E+03, -2.483262672721959E+00, -8.697550107654791E-01,  1.283208986029926E-01,
2459900.168750000, A.D. 2022-Nov-16 16:03:00.0000, -9.697248451925053E+04, -5.918769967822815E+03,  8.364502970802601E+03, -2.318426121515337E+00, -8.620823516116877E-01,  1.138134868481085E-01,
2459900.210416667, A.D. 2022-Nov-16 17:03:00.0000, -1.050634422419600E+05, -9.004491750791000E+03,  8.752458447027628E+03, -2.180345125709467E+00, -8.519178309960673E-01,  1.021069562887940E-01,
2459900.252083333, A.D. 2022-Nov-16 18:03:00.0000, -1.126947002594083E+05, -1.205108585518484E+04,  9.102071414491598E+03, -2.062113171655719E+00, -8.404920895874735E-01,  9.240800927557638E-02,
2459900.293750000, A.D. 2022-Nov-16 19:03:00.0000, -1.199288811800677E+05, -1.505534003420817E+04,  9.419583902127641E+03, -1.959112977683417E+00, -8.284781531828980E-01,  8.420419997621251E-02,
2459900.335416667, A.D. 2022-Nov-16 20:03:00.0000, -1.268152937543734E+05, -1.801594075059556E+04,  9.709727681085949E+03, -1.868169682225618E+00, -8.163320372590992E-01,  7.712906616642520E-02,
2459900.377083333, A.D. 2022-Nov-16 21:03:00.0000, -1.333917228845652E+05, -2.093273849004533E+04,  9.976076556538232E+03, -1.786855509447529E+00, -8.041264302857174E-01,  7.097665399488551E-02,
2459900.418750000, A.D. 2022-Nov-16 22:03:00.0000, -1.396901686092057E+05, -2.380582525552229E+04,  1.022162874664101E+04, -1.713484159112939E+00, -7.920642291395629E-01,  6.555001346079553E-02,
2459900.460416667, A.D. 2022-Nov-16 23:03:00.0000, -1.457367421216574E+05, -2.663586316509942E+04,  1.044874728597713E+04, -1.646733519624195E+00, -7.802194729661979E-01,  6.071659677071300E-02,
2459900.502083333, A.D. 2022-Nov-17 00:03:00.0000, -1.515533520107404E+05, -2.942371608500537E+04,  1.065937789698177E+04, -1.585574974852366E+00, -7.686329046687332E-01,  5.637529672867647E-02,
2459900.543750000, A.D. 2022-Nov-17 01:03:00.0000, -1.571586087610986E+05, -3.217035462231056E+04,  1.085514497426817E+04, -1.529194039588911E+00, -7.573247072676247E-01,  5.244749825613881E-02,
2459900.585416667, A.D. 2022-Nov-17 02:03:00.0000, -1.625684915722149E+05, -3.487679718038531E+04,  1.103742101884489E+04, -1.476935834494504E+00, -7.463022533978652E-01,  4.887105030888256E-02,
2459900.627083333, A.D. 2022-Nov-17 03:03:00.0000, -1.677968499305020E+05, -3.754407319089743E+04,  1.120737795990920E+04, -1.428266689686878E+00, -7.355649269867471E-01,  4.559609693225644E-02,
2459900.668750000, A.D. 2022-Nov-17 04:03:00.0000, -1.728557875892119E+05, -4.017320026048937E+04,  1.136602581081536E+04, -1.382746512994169E+00, -7.251071764338270E-01,  4.258212694321173E-02,
2459900.710416667, A.D. 2022-Nov-17 05:03:00.0000, -1.777559611322740E+05, -4.276517018392387E+04,  1.151424227328400E+04, -1.340008519041805E+00, -7.149204733076486E-01,  3.979584316473997E-02,
2459900.752083333, A.D. 2022-Nov-17 06:03:00.0000, -1.825068153614350E+05, -4.532094067371150E+04,  1.165279574722115E+04, -1.299744102184604E+00, -7.049945801456943E-01,  3.720959553184250E-02,
2459900.793750000, A.D. 2022-Nov-17 07:03:00.0000, -1.871167711880876E+05, -4.784143079977526E+04,  1.178236345321401E+04, -1.261691376490895E+00, -6.953183759969442E-01,  3.480021016782919E-02,
2459900.835416667, A.D. 2022-Nov-17 08:03:00.0000, -1.915933773002165E+05, -5.032751884509119E+04,  1.190354587690369E+04, -1.225626372688141E+00, -6.858803935846219E-01,  3.254810153238769E-02,
2459900.877083333, A.D. 2022-Nov-17 09:03:00.0000, -1.959434338330507E+05, -5.278004172903037E+04,  1.201687840654933E+04, -1.191356190371162E+00, -6.766691660420001E-01,  3.043659027850754E-02,
2459900.918750000, A.D. 2022-Nov-17 10:03:00.0000, -2.001730941434651E+05, -5.519979543742334E+04,  1.212284080160435E+04, -1.158713612697710E+00, -6.676734484444251E-01,  2.845137291909147E-02,
2459900.960416667, A.D. 2022-Nov-17 11:03:00.0000, -2.042879492745710E+05, -5.758753608706103E+04,  1.222186496595242E+04, -1.127552823889995E+00, -6.588823537665359E-01,  2.658010490885737E-02,
2459901.002083333, A.D. 2022-Nov-17 12:03:00.0000, -2.082928573224501E+05, -5.994419797635583E+04,  1.231413001813655E+04, -1.097607939822224E+00, -6.504093394386080E-01,  2.469115661315821E-02,
2459901.043750000, A.D. 2022-Nov-17 13:03:00.0000, -2.121924709865501E+05, -6.227047474637382E+04,  1.239997790113303E+04, -1.069042286321581E+00, -6.419965242515501E-01,  2.301705023955433E-02,
2459901.085416667, A.D. 2022-Nov-17 14:03:00.0000, -2.159913310977549E+05, -6.456678250641403E+04,  1.247995560400890E+04, -1.041618093004279E+00, -6.337583541884443E-01,  2.142866298337157E-02,
2459901.127083333, A.D. 2022-Nov-17 15:03:00.0000, -2.196933842073751E+05, -6.683373369749867E+04,  1.255435842099469E+04, -1.015246672695470E+00, -6.256858665370870E-01,  1.991875861052211E-02,
2459901.168750000, A.D. 2022-Nov-17 16:03:00.0000, -2.233022751255516E+05, -6.907190937590340E+04,  1.262345713112599E+04, -9.898488443411820E-01, -6.177705856418398E-01,  1.848093215717350E-02,
2459901.210416667, A.D. 2022-Nov-17 17:03:00.0000, -2.268213787538702E+05, -7.128186093461343E+04,  1.268750077090699E+04, -9.653536434814795E-01, -6.100045039392822E-01,  1.710949145166268E-02,
2459901.252083333, A.D. 2022-Nov-17 18:03:00.0000, -2.302569534313912E+05, -7.346580575303204E+04,  1.274762283861066E+04, -9.418316801742707E-01, -6.024563585073883E-01,  1.584050518699662E-02,
2459901.293750000, A.D. 2022-Nov-17 19:03:00.0000, -2.336061471929839E+05, -7.562112772690225E+04,  1.280237613015133E+04, -9.189572338551971E-01, -5.949665859038060E-01,  1.458709620140278E-02,
2459901.335416667, A.D. 2022-Nov-17 20:03:00.0000, -2.368743202984956E+05, -7.774971850505403E+04,  1.285271312433856E+04, -8.968119335244443E-01, -5.876046038069791E-01,  1.338636155395381E-02,
2459901.377083333, A.D. 2022-Nov-17 21:03:00.0000, -2.400640111138949E+05, -7.985202657510506E+04,  1.289881671428736E+04, -8.753484417833421E-01, -5.803640515405954E-01,  1.223462283423971E-02,
2459901.418750000, A.D. 2022-Nov-17 22:03:00.0000, -2.431775953845076E+05, -8.192847816693323E+04,  1.294085720267290E+04, -8.545236641453138E-01, -5.732389201281511E-01,  1.112855611720334E-02,
2459901.460416667, A.D. 2022-Nov-17 23:03:00.0000, -2.462173006143864E+05, -8.397947847394187E+04,  1.297899349942134E+04, -8.342982645673348E-01, -5.662235280635390E-01,  1.006514949346976E-02,
2459901.502083333, A.D. 2022-Nov-18 00:03:00.0000, -2.491852188294614E+05, -8.600541279253305E+04,  1.301337417783976E+04, -8.146362486330281E-01, -5.593124991648341E-01,  9.041666688419964E-03,
2459901.543750000, A.D. 2022-Nov-18 01:03:00.0000, -2.520833179422877E+05, -8.800664758337202E+04,  1.304413840914467E+04, -7.955046030324656E-01, -5.525007420551856E-01,  8.055615752555700E-03,
2459901.585416667, A.D. 2022-Nov-18 02:03:00.0000, -2.549134519028033E+05, -8.998353145884322E+04,  1.307141679212374E+04, -7.768729798661439E-01, -5.457834293392654E-01,  7.104721984546314E-03,
2459901.627083333, A.D. 2022-Nov-18 03:03:00.0000, -2.576773697911771E+05, -9.193639610104875E+04,  1.309533209201497E+04, -7.587134230906499E-01, -5.391559795306691E-01,  6.186904468348048E-03,
2459901.668750000, A.D. 2022-Nov-18 04:03:00.0000, -2.603767239857691E+05, -9.386555711478800E+04,  1.311599990051324E+04, -7.410001282216523E-01, -5.326140396048198E-01,  5.300255642332802E-03,
2459901.710416667, A.D. 2022-Nov-18 05:03:00.0000, -2.630155962260661E+05, -9.576538645472573E+04,  1.313153598386410E+04, -7.224491943131390E-01, -5.290990405935667E-01,  5.433344452336175E-03,
2459901.752083333, A.D. 2022-Nov-18 06:03:00.0000, -2.655905877500989E+05, -9.764759412173953E+04,  1.314588425449877E+04, -7.068475363130852E-01, -5.196856472345167E-01,  3.585098110762991E-03,
2459901.793750000, A.D. 2022-Nov-18 07:03:00.0000, -2.681054081415474E+05, -9.950708454809690E+04,  1.315733758469512E+04, -6.903365643705973E-01, -5.133765624944095E-01,  2.782132221746392E-03,
2459901.835416667, A.D. 2022-Nov-18 08:03:00.0000, -2.705614437763770E+05, -1.013439894496513E+05,  1.316594554055798E+04, -6.741862722410946E-01, -5.071375482304279E-01,  2.004114827922426E-03,
2459901.877083333, A.D. 2022-Nov-18 09:03:00.0000, -2.729599607526029E+05, -1.031585548492378E+05,  1.317179562339013E+04, -6.583788967097162E-01, -5.009651677289944E-01,  1.249777174816114E-03,
2459901.918750000, A.D. 2022-Nov-18 10:03:00.0000, -2.753021634097989E+05, -1.049510146615062E+05,  1.317497093864328E+04, -6.428978728589020E-01, -4.948561292616792E-01,  5.179443916266679E-04,
2459901.960416667, A.D. 2022-Nov-18 11:03:00.0000, -2.775891984543897E+05, -1.067215911954943E+05,  1.317555051847915E+04, -6.277277309697372E-01, -4.888072752543782E-01, -1.924729070583442E-04,
2459902.002083333, A.D. 2022-Nov-18 12:03:00.0000, -2.798221587336359E+05, -1.084704956193378E+05,  1.317360961576652E+04, -6.128540040235277E-01, -4.828155719290013E-01, -8.824861168174880E-04,
2459902.043750000, A.D. 2022-Nov-18 13:03:00.0000, -2.820020866946437E+05, -1.101979283894106E+05,  1.316921997263636E+04, -5.982631464168028E-01, -4.768781009272148E-01, -1.553035308235806E-03,
2459902.085416667, A.D. 2022-Nov-18 14:03:00.0000, -2.841299775609170E+05, -1.119040796461244E+05,  1.316245006633898E+04, -5.839424570221677E-01, -4.709920483580171E-01, -2.204995169110741E-03,
2459902.127083333, A.D. 2022-Nov-18 15:03:00.0000, -2.862067822543186E+05, -1.135891295780337E+05,  1.315336533480736E+04, -5.698800139098971E-01, -4.651546975901639E-01, -2.839180358665289E-03,
2459902.168750000, A.D. 2022-Nov-18 16:03:00.0000, -2.882334100879337E+05, -1.152532487562675E+05,  1.314202838404472E+04, -5.560646134420195E-01, -4.593634209224524E-01, -3.456350268613878E-03,
2459902.210416667, A.D. 2022-Nov-18 17:03:00.0000, -2.902107312519535E+05, -1.168965984407051E+05,  1.312849917921337E+04, -5.424857156653882E-01, -4.536156719042375E-01, -4.057213317113756E-03,
2459902.252083333, A.D. 2022-Nov-18 18:03:00.0000, -2.921395791123744E+05, -1.185193308592544E+05,  1.311283522107809E+04, -5.291333948051515E-01, -4.479089780288908E-01, -4.642430805378600E-03,
2459902.293750000, A.D. 2022-Nov-18 19:03:00.0000, -2.940207523401629E+05, -1.201215894614253E+05,  1.309509170928181E+04, -5.159982945074563E-01, -4.422409337770434E-01, -5.212620379619337E-03,
2459902.335416667, A.D. 2022-Nov-18 20:03:00.0000, -2.958550168866310E+05, -1.217035091472116E+05,  1.307532169377039E+04, -5.030715870855496E-01, -4.366091938333222E-01, -5.768359164340958E-03,
2459902.377083333, A.D. 2022-Nov-18 21:03:00.0000, -2.976431078191337E+05, -1.232652164721397E+05,  1.305357621554008E+04, -4.903449365903746E-01, -4.310114666250923E-01, -6.310186563384557E-03,
2459902.418750000, A.D. 2022-Nov-18 22:03:00.0000, -2.993857310297532E+05, -1.248068298291942E+05,  1.302990443777250E+04, -4.778104651365358E-01, -4.254455079422466E-01, -6.838606802026997E-03,
2459902.460416667, A.D. 2022-Nov-18 23:03:00.0000, -3.010835648283798E+05, -1.263284596081785E+05,  1.300435376830855E+04, -4.654607223066415E-01, -4.199091147505659E-01, -7.354091206566521E-03,
2459902.502083333, A.D. 2022-Nov-19 00:03:00.0000, -3.027372614304632E+05, -1.278302083329150E+05,  1.297696997432840E+04, -4.532886571727452E-01, -4.144001190866662E-01, -7.857080251580356E-03,
2459902.543750000, A.D. 2022-Nov-19 01:03:00.0000, -3.043474483487825E+05, -1.293121707765589E+05,  1.294779729002936E+04, -4.412875928946112E-01, -4.089163819709975E-01, -8.347985413990344E-03,
2459902.585416667, A.D. 2022-Nov-19 02:03:00.0000, -3.059147296976757E+05, -1.307744340551297E+05,  1.291687851801681E+04, -4.294512034869212E-01, -4.034557874206607E-01, -8.827190801759477E-03,
2459902.627083333, A.D. 2022-Nov-19 03:03:00.0000, -3.074396874174699E+05, -1.322170776992154E+05,  1.288425512507170E+04, -4.177734926760999E-01, -3.980162362707160E-01, -9.295054663085001E-03,
2459902.668750000, A.D. 2022-Nov-19 04:03:00.0000, -3.089254156985456E+05, -1.336325249442136E+05,  1.286031893774674E+04, -4.062801770449685E-01, -3.925108570419542E-01, -9.631736640954458E-03,
2459902.710416667, A.D. 2022-Nov-19 05:03:00.0000, -3.103675018397951E+05, -1.350358329802502E+05,  1.282483767809413E+04, -3.949029555482047E-01, -3.871073571061491E-01, -1.007831799294193E-02,
2459902.752083333, A.D. 2022-Nov-19 06:03:00.0000, -3.117688879458384E+05, -1.364197156587365E+05,  1.278776752477242E+04, -3.836682158377038E-01, -3.817186432679509E-01, -1.051450148879129E-02,
2459902.793750000, A.D. 2022-Nov-19 07:03:00.0000, -3.131300781375113E+05, -1.377842224408601E+05,  1.274914542442325E+04, -3.725711042510823E-01, -3.763426198826904E-01, -1.094055342309280E-02,
2459902.835416667, A.D. 2022-Nov-19 08:03:00.0000, -3.144515595155727E+05, -1.391293952175672E+05,  1.270900740248459E+04, -3.616070166037880E-01, -3.709771755382785E-01, -1.135671939155838E-02,
2459902.877083333, A.D. 2022-Nov-19 09:03:00.0000, -3.157338030366182E+05, -1.404552682390513E+05,  1.266738863656087E+04, -3.507715862387938E-01, -3.656201755039921E-01, -1.176322491374968E-02,
2459902.918750000, A.D. 2022-Nov-19 10:03:00.0000, -3.169772643487658E+05, -1.417618680167012E+05,  1.262432352773458E+04, -3.400606734365330E-01, -3.602694538205074E-01, -1.216027594400362E-02,
2459902.960416667, A.D. 2022-Nov-19 11:03:00.0000, -3.181823845913567E+05, -1.430492131956594E+05,  1.257984577026722E+04, -3.294703560128292E-01, -3.549228048505770E-01, -1.254805926081196E-02,
2459903.002083333, A.D. 2022-Nov-19 12:03:00.0000, -3.193495911628066E+05, -1.443173143958347E+05,  1.253398842012810E+04, -3.189969210160972E-01, -3.495779741896723E-01, -1.292674272787422E-02,
2459903.043750000, A.D. 2022-Nov-19 13:03:00.0000, -3.204792984605822E+05, -1.455661740188291E+05,  1.248678396279491E+04, -3.086368575412138E-01, -3.442326488041735E-01, -1.329647543319705E-02,
2459903.085416667, A.D. 2022-Nov-19 14:03:00.0000, -3.215719085972389E+05, -1.467957860177998E+05,  1.243826438078388E+04, -2.983868506591554E-01, -3.388844463287248E-01, -1.365738770388528E-02,
2459903.127083333, A.D. 2022-Nov-19 15:03:00.0000, -3.226278120963737E+05, -1.480061356267719E+05,  1.238846122138497E+04, -2.882437762032234E-01, -3.335309030685309E-01, -1.400959097119793E-02,
2459903.168750000, A.D. 2022-Nov-19 16:03:00.0000, -3.236473885723795E+05, -1.491971990453101E+05,  1.233740566510170E+04, -2.782046970407848E-01, -3.281694612124075E-01, -1.435317751502138E-02,
2459903.210416667, A.D. 2022-Nov-19 17:03:00.0000, -3.246310073979512E+05, -1.503689430737877E+05,  1.228512859533050E+04, -2.682668601249285E-01, -3.227974542921295E-01, -1.468822003222227E-02,
2459903.252083333, A.D. 2022-Nov-19 18:03:00.0000, -3.255790283633997E+05, -1.515213246936562E+05,  1.223166066985316E+04, -2.584276947886203E-01, -3.174120909988600E-01, -1.501477105434573E-02,
2459903.293750000, A.D. 2022-Nov-19 19:03:00.0000, -3.264874809297345E+05, -1.526668554233750E+05,  1.215850390486060E+04, -2.486543817970343E-01, -3.121011742361534E-01, -1.546115208414858E-02,
2459903.335416667, A.D. 2022-Nov-19 20:03:00.0000, -3.273652411351124E+05, -1.537806677612230E+05,  1.210228508857192E+04, -2.390056817252544E-01, -3.066799611047320E-01, -1.577011198523690E-02,
2459903.377083333, A.D. 2022-Nov-19 21:03:00.0000, -3.282084322938789E+05, -1.548749239612392E+05,  1.204496927527347E+04, -2.294490344027817E-01, -3.012360892203556E-01, -1.607059047296938E-02,
2459903.418750000, A.D. 2022-Nov-19 22:03:00.0000, -3.290173824383112E+05, -1.559495362291092E+05,  1.198658706060146E+04, -2.199826063954075E-01, -2.957660637931984E-01, -1.636254854209308E-02,
2459903.460416667, A.D. 2022-Nov-19 23:03:00.0000, -3.297924133478145E+05, -1.570044037628112E+05,  1.192716922776681E+04, -2.106047582789977E-01, -2.902661476452901E-01, -1.664592065408459E-02,
2459903.502083333, A.D. 2022-Nov-20 00:03:00.0000, -3.305338412596327E+05, -1.580394118190613E+05,  1.186674684687635E+04, -2.013140519332393E-01, -2.847323267204457E-01, -1.692061257303508E-02,
2459903.543750000, A.D. 2022-Nov-20 01:03:00.0000, -3.312419776096937E+05, -1.590544306464933E+05,  1.180535138274279E+04, -1.921092598234611E-01, -2.791602700898321E-01, -1.718649878300722E-02,
2459903.585416667, A.D. 2022-Nov-20 02:03:00.0000, -3.319171298118953E+05, -1.600493142646868E+05,  1.174301481281193E+04, -1.829893771812391E-01, -2.735452841833410E-01, -1.744341944566895E-02,
2459903.627083333, A.D. 2022-Nov-20 03:03:00.0000, -3.325596020854570E+05, -1.610238990640865E+05,  1.167976975711287E+04, -1.739536367197253E-01, -2.678822590023086E-01, -1.769117674991978E-02,
2459903.668750000, A.D. 2022-Nov-20 04:03:00.0000, -3.331696963415024E+05, -1.619780021967639E+05,  1.161564962249911E+04, -1.650015267640120E-01, -2.621656051928577E-01, -1.792953059527072E-02,
2459903.710416667, A.D. 2022-Nov-20 05:03:00.0000, -3.337477131421217E+05, -1.629114197219406E+05,  1.155068876388115E+04, -1.561328136074899E-01, -2.563891805320814E-01, -1.815819345237533E-02,
2459903.752083333, A.D. 2022-Nov-20 06:03:00.0000, -3.342939527471775E+05, -1.638239244617434E+05,  1.148492266572334E+04, -1.473475680448695E-01, -2.505462020425282E-01, -1.837682421179687E-02,
2459903.793750000, A.D. 2022-Nov-20 07:03:00.0000, -3.348087162677905E+05, -1.647152635140278E+05,  1.141838814771961E+04, -1.386461979327343E-01, -2.446291422011960E-01, -1.858502082412378E-02,
2459903.835416667, A.D. 2022-Nov-20 08:03:00.0000, -3.352932009114788E+05, -1.655826161519877E+05,  1.137098076886871E+04, -1.299905310777799E-01, -2.387035785185058E-01, -1.857190147547279E-02,
2459903.877083333, A.D. 2022-Nov-20 09:03:00.0000, -3.357457854474684E+05, -1.664310134166410E+05,  1.130378228878533E+04, -1.214597601387847E-01, -2.326120730063959E-01, -1.875863775017317E-02,
2459903.918750000, A.D. 2022-Nov-20 10:03:00.0000, -3.361682257804058E+05, -1.672568990443062E+05,  1.123541261559792E+04, -1.130397266952438E-01, -2.263778383152064E-01, -1.897910042611868E-02,
2459903.960416667, A.D. 2022-Nov-20 11:03:00.0000, -3.365601232543936E+05, -1.680605231501959E+05,  1.116677025785229E+04, -1.046909520063133E-01, -2.200648746435429E-01, -1.914672187998094E-02,
2459904.002083333, A.D. 2022-Nov-20 12:03:00.0000, -3.369221131042838E+05, -1.688412110698384E+05,  1.109757102039079E+04, -9.643020943079175E-02, -2.136280103362801E-01, -1.929495418566857E-02,
2459904.043750000, A.D. 2022-Nov-20 13:03:00.0000, -3.372521325936346E+05, -1.695984385188418E+05,  1.102695375089844E+04, -8.748182266308582E-02, -2.069274902121633E-01, -1.993015393465397E-02,
2459904.085416667, A.D. 2022-Nov-20 14:03:00.0000, -3.375524692464488E+05, -1.703314430055306E+05,  1.095523592903728E+04, -7.938989695390010E-02, -2.002711473075767E-01, -1.990053275506305E-02,
2459904.127083333, A.D. 2022-Nov-20 15:03:00.0000, -3.378239167279295E+05, -1.710400099316431E+05,  1.088340826862970E+04, -7.143249573995740E-02, -1.933446396779113E-01, -2.000069386057790E-02,
2459904.168750000, A.D. 2022-Nov-20 16:03:00.0000, -3.380669188214064E+05, -1.717232747963065E+05,  1.081125380888907E+04, -6.358814849815876E-02, -1.862099703468151E-01, -2.008178116234199E-02,
2459904.210416667, A.D. 2022-Nov-20 17:03:00.0000, -3.382818969102887E+05, -1.723804370077035E+05,  1.073884473437138E+04, -5.586512218894501E-02, -1.788378561414039E-01, -2.014178007407757E-02,
2459904.252083333, A.D. 2022-Nov-20 18:03:00.0000, -3.384693052940026E+05, -1.730105808293140E+05,  1.066626117636835E+04, -4.827349703274466E-02, -1.711933983956895E-01, -2.017827576761292E-02,
2459904.293750000, A.D. 2022-Nov-20 19:03:00.0000, -3.386296384296764E+05, -1.736126526404686E+05,  1.059359282591745E+04, -4.082558068183208E-02, -1.632346120548388E-01, -2.018835298774765E-02,
2459904.335416667, A.D. 2022-Nov-20 20:03:00.0000, -3.387634398689873E+05, -1.741854320628464E+05,  1.052094096346509E+04, -3.353644156712157E-02, -1.549104610997785E-01, -2.016846296029787E-02,
2459904.377083333, A.D. 2022-Nov-20 21:03:00.0000, -3.388713134174480E+05, -1.747274948327797E+05,  1.044842104264280E+04, -2.642462094239749E-02, -1.461581965654916E-01, -2.011424637888740E-02,
2459904.418750000, A.D. 2022-Nov-20 22:03:00.0000, -3.389539372249902E+05, -1.752371643934107E+05,  1.037616602265002E+04, -1.951305771009310E-02, -1.368996855041419E-01, -2.002028972248129E-02,
2459904.460416667, A.D. 2022-Nov-20 23:03:00.0000, -3.390120817613637E+05, -1.757124477578167E+05,  1.030433073708996E+04, -1.283034416422279E-02, -1.270362475956726E-01, -1.987978794868537E-02,
2459904.502083333, A.D. 2022-Nov-21 00:03:00.0000, -3.390466330856911E+05, -1.761509490207937E+05,  1.023309771194094E+04, -6.412436663043804E-03, -1.164412395016241E-01, -1.968406669031309E-02,
2459904.543750000, A.D. 2022-Nov-21 01:03:00.0000, -3.390586233828770E+05, -1.765497503367406E+05,  1.016268506315913E+04, -3.050234202421061E-04, -1.049491313055985E-01, -1.942188920782466E-02,
2459904.585416667, A.D. 2022-Nov-21 02:03:00.0000, -3.390492716462891E+05, -1.769052442625413E+05,  1.009335745117356E+04,  5.433144249899605E-03, -9.233895252038606E-02, -1.907842475543287E-02,
2459904.627083333, A.D. 2022-Nov-21 03:03:00.0000, -3.390200387567724E+05, -1.772128911117982E+05,  1.002544165813037E+04,  1.072548987995159E-02, -7.830836227832746E-02, -1.863366577006517E-02,
2459904.668750000, A.D. 2022-Nov-21 04:03:00.0000, -3.389727033027537E+05, -1.774668564173950E+05,  9.959349390952790E+03,  1.547070657575394E-02, -6.243141786063152E-02, -1.805991169917796E-02,
2459904.710416667, A.D. 2022-Nov-21 05:03:00.0000, -3.389094676376013E+05, -1.776594482737901E+05,  9.895611827666267E+03,  1.953265718806924E-02, -4.408651104348335E-02, -1.731759742173074E-02,
2459904.752083333, A.D. 2022-Nov-21 06:03:00.0000, -3.388331080771937E+05, -1.777802027773740E+05,  9.834934159009841E+03,  2.272571652180678E-02, -2.232621722126538E-02, -1.634801880093805E-02,
2459904.793750000, A.D. 2022-Nov-21 07:03:00.0000, -3.387471938014742E+05, -1.778140985029067E+05,  9.778224192796231E+03,  2.478887715600135E-02,  4.574747542492812E-03, -1.511848249777623E-02,
2459904.835416667, A.D. 2022-Nov-21 08:03:00.0000, -3.386563734450638E+05, -1.777387618672656E+05,  9.726789851736183E+03,  2.538806894578412E-02,  3.885750525205979E-02, -1.336029942703135E-02,
2459904.877083333, A.D. 2022-Nov-21 09:03:00.0000, -3.385666679094295E+05, -1.775193895079072E+05,  9.682909762849275E+03,  2.410062203455054E-02,  8.576136375614515E-02, -1.086087856193030E-02,
2459904.918750000, A.D. 2022-Nov-21 10:03:00.0000, -3.384853779149508E+05, -1.770934399585943E+05,  9.650107537919321E+03,  2.076294687937556E-02,  1.563851674577602E-01, -7.077365931862173E-03,
2459904.960416667, A.D. 2022-Nov-21 11:03:00.0000, -3.384168519355105E+05, -1.763306140940174E+05,  9.634936025047107E+03,  1.825465305042273E-02,  2.814986233906794E-01, -7.450799219392013E-04,
2459905.002083333, A.D. 2022-Nov-21 12:03:00.0000, -3.383132092562043E+05, -1.748626290546118E+05,  9.651570564439455E+03,  6.017278626294901E-02,  5.932212801658888E-01,  1.131549396208967E-02,
2459905.043750000, A.D. 2022-Nov-21 13:03:00.0000, -3.363568494157563E+05, -1.713388963596602E+05,  9.634042831473409E+03,  1.899655881192703E+00,  8.903786394351694E-01, -1.066798528859860E-01,
2459905.085416667, A.D. 2022-Nov-21 14:03:00.0000, -3.289502464821803E+05, -1.722803959920517E+05,  9.010048123500004E+03,  1.836288583163486E+00, -7.735056910169789E-01, -1.818583880271429E-01,
2459905.127083333, A.D. 2022-Nov-21 15:03:00.0000, -3.229194919543514E+05, -1.754740341786950E+05,  8.377922614563911E+03,  1.552384273905810E+00, -9.558814389898669E-01, -1.699297919504300E-01,
2459905.168750000, A.D. 2022-Nov-21 16:03:00.0000, -3.176114889326027E+05, -1.790208048025671E+05,  7.781708717440015E+03,  1.409821818937554E+00, -1.005705356813200E+00, -1.618360673699253E-01,
2459905.210416667, A.D. 2022-Nov-21 17:03:00.0000, -3.127000165157571E+05, -1.826842136012489E+05,  7.218701470996559E+03,  1.322409651824731E+00, -1.023579983465119E+00, -1.562849835776780E-01,
2459905.252083333, A.D. 2022-Nov-21 18:03:00.0000, -3.080516647723080E+05, -1.863812945237114E+05,  6.663884580658130E+03,  1.263455043948823E+00, -1.029058749363601E+00, -1.521290493456125E-01,
2459905.293750000, A.D. 2022-Nov-21 19:03:00.0000, -3.035836157738909E+05, -1.900867723089334E+05,  6.122306345147394E+03,  1.220942571949253E+00, -1.028876458719841E+00, -1.488683994723884E-01,
2459905.335416667, A.D. 2022-Nov-21 20:03:00.0000, -2.992482229291393E+05, -1.937855986391730E+05,  5.591306883824989E+03,  1.189054251635363E+00, -1.025647899000331E+00, -1.462156636734772E-01,
2459905.377083333, A.D. 2022-Nov-21 21:03:00.0000, -2.950136677764239E+05, -1.974692904493995E+05,  5.069035409510179E+03,  1.164503673892752E+00, -1.020612362143381E+00, -1.439966937077132E-01,
2459905.418750000, A.D. 2022-Nov-21 22:03:00.0000, -2.908574394319267E+05, -2.011326314846810E+05,  4.554146390031994E+03,  1.145272931477857E+00, -1.014421202312132E+00, -1.420991347886567E-01,
